Total Directions = 80
 2.1821789023599239e-01  2.1821789023599239e-01  9.5118973121134176e-01  1.9004696299493809e-01
 2.1821789023599239e-01  5.7735026918962573e-01  7.8679579246944320e-01  1.4253522224620357e-01
 2.1821789023599239e-01  7.8679579246944320e-01  5.7735026918962562e-01  1.4253522224620357e-01
 2.1821789023599239e-01  9.5118973121134187e-01  2.1821789023599225e-01  1.9004696299493809e-01
 5.7735026918962573e-01  2.1821789023599239e-01  7.8679579246944320e-01  1.4253522224620357e-01
 5.7735026918962573e-01  5.7735026918962573e-01  5.7735026918962584e-01  1.4544410433286079e-01
 5.7735026918962573e-01  7.8679579246944320e-01  2.1821789023599225e-01  1.4253522224620357e-01
 7.8679579246944320e-01  2.1821789023599239e-01  5.7735026918962562e-01  1.4253522224620357e-01
 7.8679579246944320e-01  5.7735026918962573e-01  2.1821789023599211e-01  1.4253522224620357e-01
 9.5118973121134187e-01  2.1821789023599239e-01  2.1821789023599236e-01  1.9004696299493809e-01
-2.1821789023599239e-01  2.1821789023599239e-01  9.5118973121134176e-01  1.9004696299493809e-01
-2.1821789023599239e-01  5.7735026918962573e-01  7.8679579246944320e-01  1.4253522224620357e-01
-2.1821789023599239e-01  7.8679579246944320e-01  5.7735026918962562e-01  1.4253522224620357e-01
-2.1821789023599239e-01  9.5118973121134187e-01  2.1821789023599225e-01  1.9004696299493809e-01
-5.7735026918962573e-01  2.1821789023599239e-01  7.8679579246944320e-01  1.4253522224620357e-01
-5.7735026918962573e-01  5.7735026918962573e-01  5.7735026918962584e-01  1.4544410433286079e-01
-5.7735026918962573e-01  7.8679579246944320e-01  2.1821789023599225e-01  1.4253522224620357e-01
-7.8679579246944320e-01  2.1821789023599239e-01  5.7735026918962562e-01  1.4253522224620357e-01
-7.8679579246944320e-01  5.7735026918962573e-01  2.1821789023599211e-01  1.4253522224620357e-01
-9.5118973121134187e-01  2.1821789023599239e-01  2.1821789023599236e-01  1.9004696299493809e-01
 2.1821789023599239e-01 -2.1821789023599239e-01  9.5118973121134176e-01  1.9004696299493809e-01
 2.1821789023599239e-01 -5.7735026918962573e-01  7.8679579246944320e-01  1.4253522224620357e-01
 2.1821789023599239e-01 -7.8679579246944320e-01  5.7735026918962562e-01  1.4253522224620357e-01
 2.1821789023599239e-01 -9.5118973121134187e-01  2.1821789023599225e-01  1.9004696299493809e-01
 5.7735026918962573e-01 -2.1821789023599239e-01  7.8679579246944320e-01  1.4253522224620357e-01
 5.7735026918962573e-01 -5.7735026918962573e-01  5.7735026918962584e-01  1.4544410433286079e-01
 5.7735026918962573e-01 -7.8679579246944320e-01  2.1821789023599225e-01  1.4253522224620357e-01
 7.8679579246944320e-01 -2.1821789023599239e-01  5.7735026918962562e-01  1.4253522224620357e-01
 7.8679579246944320e-01 -5.7735026918962573e-01  2.1821789023599211e-01  1.4253522224620357e-01
 9.5118973121134187e-01 -2.1821789023599239e-01  2.1821789023599236e-01  1.9004696299493809e-01
-2.1821789023599239e-01 -2.1821789023599239e-01  9.5118973121134176e-01  1.9004696299493809e-01
-2.1821789023599239e-01 -5.7735026918962573e-01  7.8679579246944320e-01  1.4253522224620357e-01
-2.1821789023599239e-01 -7.8679579246944320e-01  5.7735026918962562e-01  1.4253522224620357e-01
-2.1821789023599239e-01 -9.5118973121134187e-01  2.1821789023599225e-01  1.9004696299493809e-01
-5.7735026918962573e-01 -2.1821789023599239e-01  7.8679579246944320e-01  1.4253522224620357e-01
-5.7735026918962573e-01 -5.7735026918962573e-01  5.7735026918962584e-01  1.4544410433286079e-01
-5.7735026918962573e-01 -7.8679579246944320e-01  2.1821789023599225e-01  1.4253522224620357e-01
-7.8679579246944320e-01 -2.1821789023599239e-01  5.7735026918962562e-01  1.4253522224620357e-01
-7.8679579246944320e-01 -5.7735026918962573e-01  2.1821789023599211e-01  1.4253522224620357e-01
-9.5118973121134187e-01 -2.1821789023599239e-01  2.1821789023599236e-01  1.9004696299493809e-01
 2.1821789023599239e-01  2.1821789023599239e-01 -9.5118973121134176e-01  1.9004696299493809e-01
 2.1821789023599239e-01  5.7735026918962573e-01 -7.8679579246944320e-01  1.4253522224620357e-01
 2.1821789023599239e-01  7.8679579246944320e-01 -5.7735026918962562e-01  1.4253522224620357e-01
 2.1821789023599239e-01  9.5118973121134187e-01 -2.1821789023599225e-01  1.9004696299493809e-01
 5.7735026918962573e-01  2.1821789023599239e-01 -7.8679579246944320e-01  1.4253522224620357e-01
 5.7735026918962573e-01  5.7735026918962573e-01 -5.7735026918962584e-01  1.4544410433286079e-01
 5.7735026918962573e-01  7.8679579246944320e-01 -2.1821789023599225e-01  1.4253522224620357e-01
 7.8679579246944320e-01  2.1821789023599239e-01 -5.7735026918962562e-01  1.4253522224620357e-01
 7.8679579246944320e-01  5.7735026918962573e-01 -2.1821789023599211e-01  1.4253522224620357e-01
 9.5118973121134187e-01  2.1821789023599239e-01 -2.1821789023599236e-01  1.9004696299493809e-01
-2.1821789023599239e-01  2.1821789023599239e-01 -9.5118973121134176e-01  1.9004696299493809e-01
-2.1821789023599239e-01  5.7735026918962573e-01 -7.8679579246944320e-01  1.4253522224620357e-01
-2.1821789023599239e-01  7.8679579246944320e-01 -5.7735026918962562e-01  1.4253522224620357e-01
-2.1821789023599239e-01  9.5118973121134187e-01 -2.1821789023599225e-01  1.9004696299493809e-01
-5.7735026918962573e-01  2.1821789023599239e-01 -7.8679579246944320e-01  1.4253522224620357e-01
-5.7735026918962573e-01  5.7735026918962573e-01 -5.7735026918962584e-01  1.4544410433286079e-01
-5.7735026918962573e-01  7.8679579246944320e-01 -2.1821789023599225e-01  1.4253522224620357e-01
-7.8679579246944320e-01  2.1821789023599239e-01 -5.7735026918962562e-01  1.4253522224620357e-01
-7.8679579246944320e-01  5.7735026918962573e-01 -2.1821789023599211e-01  1.4253522224620357e-01
-9.5118973121134187e-01  2.1821789023599239e-01 -2.1821789023599236e-01  1.9004696299493809e-01
 2.1821789023599239e-01 -2.1821789023599239e-01 -9.5118973121134176e-01  1.9004696299493809e-01
 2.1821789023599239e-01 -5.7735026918962573e-01 -7.8679579246944320e-01  1.4253522224620357e-01
 2.1821789023599239e-01 -7.8679579246944320e-01 -5.7735026918962562e-01  1.4253522224620357e-01
 2.1821789023599239e-01 -9.5118973121134187e-01 -2.1821789023599225e-01  1.9004696299493809e-01
 5.7735026918962573e-01 -2.1821789023599239e-01 -7.8679579246944320e-01  1.4253522224620357e-01
 5.7735026918962573e-01 -5.7735026918962573e-01 -5.7735026918962584e-01  1.4544410433286079e-01
 5.7735026918962573e-01 -7.8679579246944320e-01 -2.1821789023599225e-01  1.4253522224620357e-01
 7.8679579246944320e-01 -2.1821789023599239e-01 -5.7735026918962562e-01  1.4253522224620357e-01
 7.8679579246944320e-01 -5.7735026918962573e-01 -2.1821789023599211e-01  1.4253522224620357e-01
 9.5118973121134187e-01 -2.1821789023599239e-01 -2.1821789023599236e-01  1.9004696299493809e-01
-2.1821789023599239e-01 -2.1821789023599239e-01 -9.5118973121134176e-01  1.9004696299493809e-01
-2.1821789023599239e-01 -5.7735026918962573e-01 -7.8679579246944320e-01  1.4253522224620357e-01
